ActualVehicleSpeed_kph;MotorCommand_value;BatteryPack01Voltage_v;BatteryPack02Voltage_v;BatteryPack01Cell001_temperature;BatteryPack02Cell001_temperature;BMSRelay01Status
59.03343736;27.92564312;390.2571428;384.2782248;41;30.18712057;1.00
59.11737373;31.9390873;387.9699346;388.3535171;42;30.46853406;1.00
59.34469575;36.74587314;385.1301544;391.788989;42;30.75118326;1.00
59.92327822;47.83785712;378.2865444;390.3433745;43;30.9603503;1.00
60.98875713;57.80623716;371.3767333;388.1504631;44;31.09728358;1.00
62.13622822;55.82566051;371.9063896;388.9111366;45;31.21859772;1.00
63.23267105;56.30942057;370.8672392;388.3112708;46;31.39153264;1.00
64.32684596;56.88383761;369.7519135;389.1761904;47;31.58424118;1.00
65.41427505;57.75171629;368.4157973;388.6496321;48;31.77344708;1.00
66.60337209;61.08074633;365.1828487;390.0194291;49;31.96753479;1.00
67.76480064;58.59929102;366.1881586;393.0100003;50;32.14822477;1.00
68.78096577;55.62602458;367.7082568;393.4713321;51;32.33384047;1.00
69.64936152;52.26065269;369.6538406;386.8651019;51;32.50737646;1.00
70.26831659;46.04490001;373.856473;393.6289763;52;32.48010043;1.00
70.65541309;43.02802293;375.8325287;399.2284614;53;32.40575079;1.00
71.07453871;45.46770141;373.8327548;405.3601403;54;32.30717446;1.00
71.3625192;39.91811803;377.7036242;403.6940247;55;32.15630526;1.00
71.52868042;39.60170061;377.8379421;402.5102105;56;31.99276611;1.00
71.67274907;40.25290543;377.283114;394.0292459;57;31.82439186;1.00
72.0029075;46.47063357;372.5209997;391.706776;58;31.66159484;1.00
72.45985665;47.26569149;371.6482988;388.9213056;59;31.50853501;1.00
72.92887387;47.54257007;371.1546398;383.3887095;60;31.34630982;1.00
73.4063615;47.4594849;370.9299453;386.6741801;60;31.17738246;1.00
73.78709798;44.84150176;372.7132337;391.1221137;61;31.02033855;1.00
74.20808506;47.08294546;370.7330077;387.4909584;62;30.86107324;1.00
74.50481462;41.42080882;374.9152265;388.6904182;63;30.69516141;1.00
74.67908174;40.7821192;375.2946443;388.4748549;62;30.55049051;1.00
74.84187536;40.62187249;375.3147988;390.0443976;61;30.42110265;1.00
75.00336494;40.51590597;375.2934977;391.5351816;60;30.30516117;1.00
75.17728158;39.88969504;375.6620001;391.2973721;60;30.21113479;1.00
75.1685583;33.69914839;380.2845237;391.013326;59;30.14595845;1.00
75.0311269;32.78746732;380.9810014;390.7301505;58;30.05098103;1.00
74.88121959;32.39597261;381.2939497;390.2571428;57;29.91828151;1.00
74.72371002;32.32655358;381.3720832;387.9699346;56;29.77578342;1.00
74.65915848;35.01704154;379.3902961;385.1301544;55;29.63222847;1.00
74.65346198;35.26302452;379.1779909;378.2865444;54;29.48789014;1.00
74.74703005;37.97969074;377.0835472;371.3767333;53;29.35317124;1.00
74.91261359;37.70651938;377.1841636;371.9063896;52;29.22590699;1.00
74.98743;34.61975004;379.4255427;370.8672392;51;29.08996769;1.00
75.10376239;36.37571137;378.0417763;369.7519135;51;28.93621113;1.00
75.09447119;30.1561034;382.6008565;368.4157973;50;28.83514521;1.00
74.96194434;29.02441421;383.4382721;365.1828487;49;28.75794952;1.00
74.83630073;27.58288508;384.4849736;366.1881586;48;28.65731808;1.00
74.41542576;18.30492816;391.0451231;367.7082568;47;28.52784438;1.00
73.98374489;23.1094647;387.8264844;369.6538406;46;28.38503136;1.00
73.74516954;26.50653372;385.5025236;373.856473;45;28.24098627;1.00
73.76161802;32.59966622;381.1429642;375.8325287;44;28.09735148;1.00
73.99437229;36.22433985;378.3864373;373.8327548;43;27.94755541;1.00
74.50124955;41.57622035;374.130438;377.7036242;42;27.79654822;1.00
74.9549812;35.98538142;378.1179991;377.8379421;42;27.62712055;1.00
75.3868203;37.85129107;376.5170412;377.283114;41;27.49866607;1.00
75.87301927;37.48453176;376.5707028;372.5209997;40;27.50148979;1.00
76.37069721;36.64826568;376.9844969;371.6482988;39;27.50481942;1.00
76.77288129;33.25432279;379.3932911;371.1546398;38;27.5037761;1.00
77.20220088;35.20628994;377.7296192;370.9299453;37;27.50190968;1.00
77.68998039;34.79929138;377.8395004;372.7132337;36;27.5020363;1.00
78.19615075;33.65029192;378.5215325;370.7330077;35;27.50301558;1.00
78.53540755;26.44338902;383.8868814;374.9152265;34;27.50321913;1.00
78.55670335;19.11663379;389.2807919;375.2946443;33;27.50303022;1.00
78.53095292;20.15204843;388.530967;375.3147988;33;27.50251689;1.00
78.45624226;16.67815094;391.0499507;375.2934977;32;27.50182006;1.00
78.40662621;18.7101707;389.5934582;375.6620001;24.75863008;27.50028882;1.00
78.50796869;21.09879692;387.8255599;380.2845237;24.7709418;27.49900688;1.00
78.68030394;20.59661286;388.1417229;380.9810014;24.78467753;27.49732517;1.00
78.8607888;19.76321055;388.7005057;381.2939497;24.79716965;27.49476032;1.00
79.04291113;18.86565396;389.3078413;381.3720832;24.80819284;27.49223785;1.00
79.23156255;17.70001708;390.1101821;379.3902961;24.81801586;27.4899073;1.00
79.32886738;13.74778507;392.937994;379.1779909;24.82357474;27.49778947;1.00
79.36707067;12.18013829;394.0474565;377.0835472;24.82646334;27.503103;1.00
79.3182513;7.588815034;397.2816002;377.1841636;24.82704861;27.50296648;1.00
79.01040007;0.347369101;402.2648706;379.4255427;24.82626614;27.50753652;1.00
78.66436259;1.351664269;401.6083013;378.0417763;24.82573377;27.50780322;1.00
78.24654168;1.02E-16;403.1876519;382.6008565;24.82597747;27.50546834;1.00
77.90317159;1.02E-16;402.8177443;383.4382721;24.82614096;27.50293958;1.00
77.48086067;1.02E-16;404.0869191;384.4849736;24.82693639;27.50064361;1.00
76.87756875;1.02E-16;404.9108021;391.0451231;24.82914186;27.4983452;1.00
76.35153605;1.02E-16;404.0059314;387.8264844;24.83111591;27.49705201;1.00
76.10551164;0.704129164;402.133498;385.5025236;24.83169136;27.49545993;1.00
76.24163104;8.723097811;396.8266477;381.1429642;24.83077704;27.49318658;1.00
76.66469411;11.19761805;395.0915653;378.3864373;24.83143769;27.49051077;1.00
76.97845034;4.688160304;399.449457;374.130438;24.83079177;27.48913669;1.00
77.18393471;2.759939849;400.7239343;378.1179991;24.82961158;27.49785656;1.00
77.1457021;0;403.7378768;376.5170412;24.83002041;27.57089284;1.00
77.11409361;0;403.1377861;376.5707028;24.83064962;27.69719673;1.00
77.11943082;0;403.2216541;376.9844969;24.83127741;27.87265553;1.00
77.25996864;-0.49476091;402.5778716;379.3932911;24.83141842;28.04421867;1.00
77.30926464;0;403.8563903;377.7296192;24.83219776;28.17505028;1.00
77.32321316;0;404.1954516;377.8395004;24.83337788;28.24526766;1.00
77.2452752;0;406.0459979;378.5215325;24.83539704;28.28063699;1.00
76.52192543;0;411.1993298;383.8868814;24.8438557;28.29905557;1.00
74.76578063;0;418.5108541;389.2807919;24.86787543;28.30871426;1.00
70.77996185;0;425.8731509;388.530967;24.94165685;28.31075153;1.00
67.11889765;0;420.147218;391.0499507;25.00232729;28.31185778;1.00
64.16218194;0;415.2562523;389.5934582;25.04467507;28.31375901;1.00
63.27441912;0;406.9356084;387.8255599;25.05597993;28.31561516;1.00
62.95107455;0;406.7529286;388.1417229;25.06142108;28.31575963;1.00
62.89199962;0;405.5205522;388.7005057;25.06508439;28.31463182;1.00
63.01192157;0;404.5971868;389.3078413;25.06772332;28.31278507;1.00
63.55372612;0.822951424;402.3656013;390.1101821;25.06828982;28.31079428;1.00
64.39860039;7.000119302;398.9206135;392.937994;25.06736659;28.30842753;1.00
65.64767311;16.68642574;393.1777343;394.0474565;25.06807192;28.30666381;1.00
67.17079202;20.41861297;390.628052;397.2816002;25.07349541;28.30469971;1.00
68.89228661;22.1329599;389.1719031;402.2648706;25.08542976;28.30225293;1.00
70.19932539;6.086226087;398.9928959;401.6083013;25.08793381;28.30088597;1.00
71.00880591;1.02E-16;403.4638395;403.1876519;25.08737749;28.2993899;1.00
71.41245136;1.02E-16;405.1945311;402.8177443;25.08914406;28.29760294;1.00
71.59971628;1.02E-16;405.7400008;404.0869191;25.09247169;28.29839774;1.00
71.89463957;1.02E-16;405.2499053;404.9108021;25.09513324;28.30132319;1.00
72.08971954;1.02E-16;405.921734;404.0059314;25.0986405;28.30735186;1.00
72.36986291;1.02E-16;405.071505;402.133498;25.10161071;28.31623488;1.00
72.80823109;1.02E-16;404.1149255;396.8266477;25.10357402;28.32229046;1.00
73.56581604;1.02E-16;402.9347876;395.0915653;25.10380129;28.32982992;1.00
73.99020846;1.02E-16;405.2509266;399.449457;25.10602946;28.34029876;1.00
74.54749885;1.02E-16;403.5065012;400.7239343;25.10742066;28.35187223;1.00
75.34791833;1.02E-16;403.5254985;403.7378768;25.10747638;28.36448194;1.00
75.66250303;1.02E-16;406.6328678;403.1377861;25.11068706;28.37823909;1.00
75.8143092;1.02E-16;406.5005718;403.2216541;25.11518063;28.39330447;1.00
75.94753943;1.02E-16;405.8331003;402.5778716;25.11988948;28.4101995;1.00
76.61595971;-0.483042548;402.8189728;403.8563903;25.120799;28.42397485;1.00
77.19896477;1.02E-16;405.1899785;404.1954516;25.12211953;28.43607756;1.00
77.43761645;1.02E-16;406.8223225;406.0459979;25.12594872;28.44619116;1.00
77.47676347;1.02E-16;407.6774947;411.1993298;25.13159287;28.44607464;1.00
77.34985394;1.02E-16;408.3909355;418.5108541;25.13895665;28.44395141;1.00
77.21358024;1.02E-16;409.0339606;425.8731509;25.14638634;28.44239094;1.00
76.56057026;1.02E-16;412.1550771;420.147218;25.16038314;28.44203002;1.00
75.60855046;1.02E-16;412.464234;415.2562523;25.17856423;28.44134776;1.00
74.74656495;1.02E-16;411.2753928;406.9356084;25.1950833;28.44057851;1.00
74.18488701;1.02E-16;409.653653;406.7529286;25.2071902;28.43921618;1.00
73.82991853;1.02E-16;408.9747621;405.5205522;25.21656898;28.43980138;1.00
73.50045253;1.02E-16;408.7918306;404.5971868;25.22550355;28.44362772;1.00
73.30095777;1.02E-16;408.0172397;402.3656013;25.23288168;28.44434673;1.00
73.15341318;1.02E-16;408.3420901;398.9206135;25.23958013;28.44366453;1.00
72.78607745;1.02E-16;410.8890598;393.1777343;25.24850353;28.44329641;1.00
71.39144267;1.02E-16;415.2672072;390.628052;25.27159191;28.44243077;1.00
69.8795754;1.02E-16;414.0586778;389.1719031;25.29561751;28.44083704;1.00
68.4078799;1.02E-16;413.5453041;398.9928959;25.31816749;28.43923445;1.00
67.15955136;1.02E-16;410.8972311;403.4638395;25.33672055;28.43729853;1.00
66.89593088;1.02E-16;405.370215;405.1945311;25.3436386;28.43532556;1.00
67.61745916;6.646655515;399.2633056;405.7400008;25.34349729;28.43349219;1.00
68.77654582;12.59474742;395.5636055;405.2499053;25.3433201;28.43250567;1.00
69.86256293;6.803833443;398.9750377;405.921734;25.34278457;28.43210519;1.00
70.6758611;0;403.7266851;405.071505;25.34169737;28.43221462;1.00
70.44599898;0;408.8882348;404.1149255;25.34747766;28.43095751;1.00
69.93804215;0;408.4532272;402.9347876;25.35537755;28.43004446;1.00
69.41996314;0;407.6405947;405.2509266;25.36310126;28.42969464;1.00
69.42624332;0;404.4548615;403.5065012;25.36617311;28.43173668;1.00
69.82752646;0.874739715;402.5961801;403.5254985;25.36664486;28.43674958;1.00
70.50329104;6.873026053;398.9366429;406.6328678;25.36550048;28.44800903;1.00
71.19526227;4.590374301;400.2897193;406.5005718;25.36416127;28.46041059;1.00
71.73158062;2.101267036;401.7979432;405.8331003;25.36311394;28.47699434;1.00
72.22705416;1.480194458;402.167086;402.8189728;25.362076;28.4998815;1.00
72.25143717;0;406.3388417;405.1899785;25.36378632;28.53403313;1.00
71.70131985;0;408.3108018;406.8223225;25.36965918;28.57097896;1.00
70.91384722;0;408.6985487;407.6774947;25.37750334;28.60721613;1.00
70.0761191;0;407.9650878;408.3909355;25.38548968;28.64697481;1.00
69.63076574;0;405.4106324;409.0339606;25.38961387;28.69098394;1.00
69.56997814;0;404.17715;412.1550771;25.3908703;28.73956742;1.00
69.44071105;0;404.7953886;412.464234;25.39230562;28.79295008;1.00
69.26203941;0;404.4129177;411.2753928;25.39382956;28.85132529;1.00
69.2126201;0;403.3783004;409.653653;25.39448604;28.91553596;1.00
69.30133137;2.943294732;401.4176954;408.9747621;25.39418667;28.97526022;1.00
69.61832061;10.72219127;396.6809997;408.7918306;25.39307259;29.03334776;1.00
70.28087052;17.10736972;392.5660224;408.0172397;25.39638713;29.07737023;1.00
70.71891681;4.282686586;400.4904502;408.3420901;25.39712423;29.11153199;1.00
70.21787992;1.02E-16;407.5989561;410.8890598;25.3995107;29.15318657;1.00
68.89215965;1.02E-16;410.2151394;415.2672072;25.40855412;29.22319076;1.00
67.14072661;1.02E-16;410.5735614;414.0586778;25.42187171;29.31543411;1.00
65.73506874;1.02E-16;408.1734062;413.5453041;25.43073228;29.42760167;1.00
64.52693784;1.02E-16;406.3193447;410.8972311;25.43724717;29.58966827;1.00
64.23802236;6.956342744;399.3542553;405.370215;25.43747909;29.793163;1.00
64.50240256;17.8971048;393.0536286;399.2633056;25.43767302;29.9942226;1.00
65.3184901;32.62864235;383.9000069;395.5636055;25.45203216;30.19120316;1.00
66.69334993;42.72285072;376.7641353;398.9750377;25.49978737;30.39681999;1.00
67.98735703;34.41980404;381.7285945;403.7266851;25.54730607;30.59362004;1.00
68.83616343;24.71658149;387.7704942;408.8882348;25.5716718;30.76775635;1.00
69.18754928;15.85928592;393.2982926;408.4532272;25.57852352;30.90041118;1.00
69.41829221;20.0048363;390.6412002;407.6405947;25.58304304;31.0099666;1.00
69.99592593;30.02839258;383.9298096;404.4548615;25.60151361;31.13378565;1.00
70.66435198;28.67570356;384.609471;402.5961801;25.62664763;31.24342509;1.00
71.28347307;29.50803251;383.8359574;398.9366429;25.6521059;31.33475073;1.00
71.90555433;30.19162246;383.1491533;400.2897193;25.68087938;31.43250074;1.00
72.42573212;28.38287308;384.2184917;401.7979432;25.7069694;31.62106884;1.00
72.95851858;32.91788795;380.8483622;402.167086;25.73705936;31.89561185;1.00
73.84641924;42.39885558;373.5082182;406.3388417;25.79968118;32.21983561;1.00
74.65739735;35.13047054;378.5618041;408.3108018;25.86118764;32.52418352;1.00
75.20900348;32.04826548;380.60781;408.6985487;25.9054786;32.59763834;1.00
75.60678644;28.74722832;382.8652391;407.9650878;25.94224155;32.63534318;1.00
75.64700471;20.37799234;388.8028441;405.4106324;25.96073262;32.60856719;1.00
75.5858085;22.94048698;387.0025755;404.17715;25.97571548;32.54578197;1.00
75.47000119;21.09420364;388.3099638;404.7953886;25.989783;32.47880188;1.00
75.3867082;24.60004445;385.8376323;404.4129177;26.00681166;32.41214528;1.00
75.36857182;25.35815193;385.2747077;403.3783004;26.028765;32.34780226;1.00
75.26277223;23.08920023;386.8804793;401.4176954;26.04791628;32.26536266;1.00
75.08778886;23.73484022;386.4429398;396.6809997;26.06511401;32.16814594;1.00
75.00695203;27.13418111;384.021623;392.5660224;26.08870597;32.06716652;1.00
74.89654643;25.06280226;385.4901457;400.4904502;26.11226905;31.98139879;1.00
74.71605231;25.95265366;384.8794145;407.5989561;26.13348738;31.92882389;1.00
74.71762517;32.58691837;380.0745793;410.2151394;26.16739643;31.89443491;1.00
74.84079678;34.10270699;378.877104;410.5735614;26.21211983;31.86207757;1.00
75.06264646;38.09629327;375.7718106;408.1734062;26.26795561;31.8257469;1.00
75.43633943;42.31830432;372.3347554;406.3193447;26.34205259;31.82769495;1.00
75.98957693;45.59747833;369.4398575;399.3542553;26.44169078;31.92505601;1.00
76.35026588;37.46396051;375.5841991;393.0536286;26.52412977;31.99185098;1.00
76.43457597;34.03305864;378.1288053;383.9000069;26.58139069;32.02281386;1.00
76.43521431;34.00390984;378.119067;376.7641353;26.63327727;32.0931999;1.00
76.42632232;34.36545878;377.8155682;381.7285945;26.68620582;32.10971835;1.00
76.41035624;35.0206388;377.2907883;387.7704942;26.74028874;32.04815424;1.00
76.48580613;38.40778578;374.6307441;393.2982926;26.80479586;31.94144144;1.00
76.63246521;38.90145473;374.1443765;390.6412002;26.87871745;31.79792602;1.00
76.70210604;36.0876475;376.24433;383.9298096;26.94694861;31.6365354;1.00
76.58173;34.55052314;377.4303621;384.609471;26.9989294;31.4688747;1.00
76.9442947;51.71845979;363.5451035;383.8359574;27.10742926;31.30988706;1.00
77.51321093;48.06506844;366.2078803;383.1491533;27.24811193;31.15792371;1.00
77.91852659;44.60161636;368.7987286;384.2184917;27.36947388;31.00530516;1.00
78.07388235;38.48859635;373.6045839;380.8483622;27.46121157;30.83796935;1.00
78.09043152;37.82877687;374.0876796;373.5082182;27.53812991;30.66996184;1.00
78.09103012;37.80476697;374.0728349;378.5618041;27.61431136;30.50678739;1.00
78.09537823;37.62663012;374.1755633;380.60781;27.69176252;30.34166733;1.00
78.01018213;34.6916484;376.4682068;382.8652391;27.760369;30.18552473;1.00
77.89612632;32.84814019;377.8933021;388.8028441;27.82616841;30.02531399;1.00
77.21507229;14.9969196;391.0985425;387.0025755;27.85059775;29.85663571;1.00
76.30613391;19.53399536;388.0742286;388.3099638;27.86151396;29.68561352;1.00
75.77244401;28.45881517;381.7935464;385.8376323;27.89003961;29.51327939;1.00
75.35899874;25.73094738;383.8369343;385.2747077;27.92498134;29.33958268;1.00
74.71443561;19.18320974;388.5425684;386.8804793;27.9456825;29.17262909;1.00
73.91888621;19.00630218;388.7991488;386.4429398;27.95846225;29.01097131;1.00
73.39598676;27.76385742;382.8585169;384.021623;27.98324394;28.84943172;1.00
73.06378497;28.33561119;382.5148734;385.4901457;28.01800924;28.68698351;1.00
72.7489912;28.15170382;382.6972056;384.8794145;28.05293269;28.53114768;1.00
72.43735458;27.82872066;382.9754755;380.0745793;28.08701945;28.38102559;1.00
72.12663556;27.46260772;383.2824003;378.877104;28.12006415;28.22397863;1.00
71.82266482;26.79050188;383.7937987;375.7718106;28.15237985;28.06851453;1.00
71.41705053;23.55392994;386.0514338;372.3347554;28.17774826;27.91141646;1.00
71.05075603;25.62693537;384.7308302;369.4398575;28.20391806;27.75151924;1.00
70.67151212;21.12271654;387.7684228;375.5841991;28.22825344;27.58836841;1.00
69.8412564;7.749032604;396.3231382;378.1288053;28.23524406;27.50023905;1.00
68.7586953;5.763804799;397.6006935;378.119067;28.23634315;27.50423924;1.00
67.62597326;2.04E-16;401.9847012;377.8155682;28.23690623;27.50879446;1.00
64.92232323;2.04E-16;409.1336227;377.2907883;28.24428022;27.51216314;1.00
62.32869087;2.04E-16;405.487275;374.6307441;28.25023997;27.51427976;1.00
60.4953184;2.04E-16;404.3394396;374.1443765;28.2518581;27.51543022;1.00
57.89467099;2.04E-16;406.9480974;376.24433;28.25782136;27.51477685;1.00
55.92185533;2.04E-16;402.7822104;377.4303621;28.26026968;27.51411405;1.00
54.7021452;0.892036275;400.7204148;363.5451035;28.26041799;27.51442358;1.00
53.60607461;1.02E-16;401.4787467;366.2078803;28.26039837;27.51512495;1.00
52.34725133;1.02E-16;402.0651195;368.7987286;28.26067163;27.5144162;1.00
51.08157464;1.02E-16;402.5842265;373.6045839;28.26099952;27.5138112;1.00
49.37699774;1.02E-16;403.9111221;374.0876796;28.26249043;27.51332342;1.00
47.72661241;1.02E-16;403.0611697;374.0728349;28.26382993;27.51207067;1.00
46.37435188;1.02E-16;401.6688057;374.1755633;28.26446756;27.51053093;1.00
45.56445717;10.15174123;397.1786802;376.4682068;28.26449792;27.50867096;1.00
45.57018632;32.16744112;388.1123314;377.8933021;28.2711063;27.50672696;1.00
46.60462631;58.26784789;375.9256725;391.0985425;28.30773331;27.50477872;1.00
49.07685817;89.25274632;357.8339823;388.0742286;28.45161579;27.50295126;1.00
52.13665349;92.83349339;352.4047374;381.7935464;28.68881736;19.99975869;1.00
55.46804119;97.93895832;345.1167924;383.8369343;29.01755187;20.00089875;1.00
58.63374591;88.17392254;348.4279845;388.5425684;29.37013473;20.00965662;1.00
61.37330764;77.11699257;353.6862839;388.7991488;29.67547793;20.03234578;1.00
63.46009865;60.50998486;363.7671949;382.8585169;29.88687083;20.07710482;1.00
65.05694127;52.39548175;368.3692667;382.5148734;30.03505946;20.13404563;1.00
66.32696151;44.9786976;372.7604026;382.6972056;30.1472114;20.18723499;1.00
67.38135388;40.30520603;375.4481312;382.9754755;30.23752817;20.24646779;1.00
68.16539723;33.56358289;379.6550841;383.2824003;30.30287035;20.32328692;1.00
68.91820101;35.52036228;378.0849306;383.7937987;30.36457322;20.39360038;1.00
69.72429493;35.065283;378.0981028;386.0514338;30.43002885;20.43868046;1.00
70.54036617;34.17123091;378.4143377;384.7308302;30.4956374;20.46198722;1.00
71.26832382;30.17298441;380.9142355;387.7684228;30.55289941;20.486126;1.00
71.84494975;25.853419;383.6881038;396.3231382;30.59721848;20.51638724;1.00
72.25842052;21.71374935;386.3761989;397.6006935;30.62920388;20.53716874;1.00
72.60952532;20.32571999;387.2297235;401.9847012;30.65586959;20.55916743;1.00
72.84668225;16.94126629;389.437946;409.1336227;30.67526369;20.58151127;1.00
73.21759547;21.70602169;386.1675522;405.487275;30.69975435;20.60460046;1.00
73.62104504;18.06922269;388.5358747;404.3394396;30.72434109;20.62593842;1.00
73.8568592;14.78470136;390.6937766;406.9480974;30.73955219;20.64770739;1.00
74.31705519;22.54849494;385.3304883;402.7822104;30.76412498;20.66800932;1.00
74.86758872;19.52803118;387.2888637;400.7204148;30.79188982;20.68111471;1.00
75.35185236;19.35918712;387.3066395;401.4787467;30.81447595;20.68864535;1.00
76.11331639;27.62231732;381.2465525;402.0651195;30.8528096;20.71050753;1.00
77.05957766;28.09087303;380.6178866;402.5842265;30.90348886;20.72713048;1.00
78.11565271;30.53081161;378.4569238;403.9111221;30.9627806;20.7310725;1.00
79.24537386;29.98129524;378.5106484;403.0611697;31.02819596;20.73069942;1.00
80.28733673;26.64309512;380.7683222;401.6688057;31.08445147;20.73023088;1.00
81.35544331;28.54463336;378.9807165;397.1786802;31.14192659;20.72960645;1.00
82.48172378;28.17856245;378.9343419;388.1123314;31.20388114;20.73257055;1.00
83.61477219;27.56477572;379.0958156;375.9256725;31.26546022;20.74277564;1.00
84.7493894;26.90810069;379.3062169;357.8339823;31.3260924;20.75822939;1.00
85.8845688;26.24715259;379.5348116;352.4047374;31.38562429;20.79175135;1.00
87.02007357;25.59068077;379.7742082;345.1167924;31.44399058;20.8263271;1.00
88.16153361;24.73051011;380.1977422;348.4279845;31.50174081;33;1.00
89.21850402;21.21297902;382.9105934;353.6862839;31.55004176;33;1.00
90.21489559;19.89278641;383.8147679;363.7671949;31.59133637;34;1.00
91.14021528;15.44668515;387.3791683;368.3692667;31.62535717;35;1.00
91.65840326;2.691235616;397.6831066;372.7604026;31.63531772;36;1.00
91.89033203;0.127784161;399.7154806;375.4481312;31.63581336;37;1.00
92.15935292;2.026885063;398.2377766;379.6550841;31.63630732;38;1.00
92.57695386;4.33094534;396.3956018;378.0849306;31.63886796;39;1.00
92.98424478;1.289233989;398.8166735;378.0981028;31.64061765;40;1.00
93.34098492;0.040087647;399.8124091;378.4143377;31.64103814;41;1.00
93.55311987;1.02E-16;400.8354977;380.9142355;31.64067705;42;1.00
93.9321363;1.898652777;398.3383172;383.6881038;31.640971;42;1.00
94.4281322;1.419934821;398.7145553;386.3761989;31.64226585;43;1.00
94.71911397;1.02E-16;401.7214587;387.2297235;31.64200875;44;1.00
94.88633181;1.02E-16;401.8939876;389.437946;31.64142828;45;1.00
95.06175832;1.02E-16;402.2380952;386.1675522;31.64084824;46;1.00
95.1230323;1.02E-16;403.52564;388.5358747;31.64035419;47;1.00
95.01410854;1.02E-16;404.6052118;390.6937766;31.64030926;48;1.00
94.86482833;1.02E-16;404.9081338;385.3304883;31.64049255;49;1.00
94.59497737;1.02E-16;405.9736329;387.2888637;31.64136999;50;1.00
94.27640461;1.02E-16;406.0728719;387.3066395;31.64264178;51;1.00
93.95177192;1.02E-16;406.0001603;381.2465525;31.64407006;51;1.00
93.74874477;1.02E-16;405.1691603;380.6178866;31.64489305;52;1.00
93.59268647;1.02E-16;405.2675021;378.4569238;31.64553472;53;1.00
93.44835168;1.02E-16;405.6852778;378.5106484;31.64617499;54;1.00
93.05093168;1.02E-16;407.382813;380.7683222;31.64848147;55;1.00
